1)tuId	2)tuName	3)operonName	4)tuGenes	5)pmName	6)tuEvidence	7)addEvidence	8)confidenceLevel   9)pmids 
RDBECOLITUC00350	pflA	pflA	pflA;	pflAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S
RDBECOLITUC00351	ycaO	ycaO	ycaO;		[COMP-AINF:W]		W
RDBECOLITUC00352	ycaP	ycaP	ycaP;		[COMP-AINF:W]		W
RDBECOLITUC00353	ycaL	ycaL	ycaL;		[COMP-AINF:W]		W
RDBECOLITUC00354	ycaI-msbA-lpxK-ycaQ	ycaI-msbA-lpxK-ycaQ	ycaQ;lpxK;msbA;ycaI;		[COMP-AINF:W]		W
RDBECOLITUC00355	ycaR-kdsB	ycaR-kdsB	kdsB;ycaR;	ycaRp	[COMP-AINF:W]		W
RDBECOLITUC00356	ycbJ	ycbJ	ycbJ;	ycbJp	[COMP-AINF:W]		W
RDBECOLITUC00357	ldtD	ldtD	ldtD;	ldtDp	[COMP-AINF:W]		W
RDBECOLITUC00358	mepK-gloC	mepK-gloC	gloC;mepK;	mepKp	[COMP-AINF:W]		W
RDBECOLITUC00359	asnS	asnS	asnS;	asnSp	[COMP-AINF:W]		W
RDBECOLITUC00360	elfA	elfA	elfA;		[COMP-AINF:W]		W
RDBECOLITUC00361	elfDCG-ycbUVF	elfDCG-ycbUVF	ycbF;ycbV;ycbU;elfG;elfC;elfD;		[COMP-AINF:W]		W
RDBECOLITUC00362	zapC	zapC	zapC;		[COMP-AINF:W]		W
RDBECOLITUC00363	ycbZ	ycbZ	ycbZ;		[COMP-AINF:W]		W
RDBECOLITUC00364	yccFS	yccFS	yccF;yccS;	yccFp	[COMP-AINF:W]		W
RDBECOLITUC00365	mgsA	mgsA	mgsA;	mgsAp	[COMP-AINF:W]		W
RDBECOLITUC00366	yccT	yccT	csgI;	yccTp	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		W
RDBECOLITUC00367	hspQ	hspQ	hspQ;	hspQp	[COMP-AINF:W]		W
RDBECOLITUC00368	rlmI	rlmI	rlmI;		[COMP-AINF:W]		W
RDBECOLITUC00369	tusE	tusE	tusE;		[COMP-AINF:W]		W
RDBECOLITUC00370	yccA	yccA	yccA;	yccAp	[COMP-AINF:W]		W
RDBECOLITUC00371	gfcE-etp-etk	gfcE-etp-etk	gfcE;etp;etk;		[COMP-AINF:W]		W
RDBECOLITUC00372	gfcBCD	gfcBCD	gfcB;gfcC;gfcD;		[COMP-AINF:W]		W
RDBECOLITUC00373	gfcA	gfcA	gfcA;	gfcAp	[COMP-AINF:W]		W
RDBECOLITUC00374	insA4AB4B4	insA4AB4B4	insB4;insA4;insAB4;		[COMP-AINF:W]		W
RDBECOLITUC00375	ymcE-gnsA	ymcE-gnsA	gnsA;ymcE;		[COMP-AINF:W]		W
RDBECOLITUC00376	yccM	yccM	yccM;		[COMP-AINF:W]		W
RDBECOLITUC00377	torS	torS	torS;		[COMP-AINF:W]		W
RDBECOLITUC00378	yccE	yccE	yccE;	yccEp	[COMP-AINF:W]		W
RDBECOLITUC00379	wrbA-yccJ	wrbA-yccJ	wrbA;yccJ;	wrbAp	[COMP-AINF:W]		W
RDBECOLITUC00380	efeU	efeU	efeU;	efeUp	[COMP-AINF:W]		W
RDBECOLITUC00381	efeOB	efeOB	efeB;efeO;		[COMP-AINF:W]		W
RDBECOLITUC00382	insE4F4EF4	insE4F4EF4	insE4;insF4;insEF4;		[COMP-AINF:W]		W
RDBECOLITUC00383	ymdE-ycdU	ymdE-ycdU	ycdU;ymdE;		[COMP-AINF:W]		W
RDBECOLITUC00384	ghrA	ghrA	ghrA;		[COMP-AINF:W]		W
RDBECOLITUC00385	ycdXY	ycdXY	ycdY;ycdX;		[COMP-AINF:W]		W
RDBECOLITUC00386	ycdZ	ycdZ	ycdZ;	ycdZp4	[COMP-AINF:W]		W
RDBECOLITUC00387	ymdA	ymdAB-clsC	ymdA;	ymdAp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S
RDBECOLITUC00388	ymdB-clsC	ymdAB-clsC	clsC;ymdB;	ymdBp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S
RDBECOLITUC00389	yceK	yceK	yceK;		[COMP-AINF:W]		W
RDBECOLITUC00390	mdtG	mdtG	mdtG;		[COMP-AINF:W]		W
RDBECOLITUC00391	yceJI	yceJI	yceJ;yceI;	yceJp	[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W
RDBECOLITUC00392	solA-yceO	solA-yceO	solA;yceO;	solAp	[COMP-AINF:W]		W
RDBECOLITUC00393	dinI	dinI	dinI;	dinIp	[COMP-AINF:W]		W
RDBECOLITUC00394	yceB	yceB	yceB;		[COMP-AINF:W]		W
RDBECOLITUC00395	grxB	grxB	grxB;	grxBp	[COMP-AINF:W]		W
RDBECOLITUC00396	mdtH	mdtH	mdtH;		[COMP-AINF:W]		W
RDBECOLITUC00397	murJ	murJ	murJ;		[COMP-AINF:W]		W
RDBECOLITUC00398	yceQ	yceQ	yceQ;		[COMP-AINF:W]		W
RDBECOLITUC00399	rluC	rluC	rluC;		[COMP-AINF:W]		W
RDBECOLITUC00400	pabC-mltG-tmk-holB-ycfH	pabC-mltG-tmk-holB-ycfH	ycfH;holB;tmk;mltG;pabC;		[COMP-AINF:W]		W
RDBECOLITUC00401	hinT-ycfL-lpoB-thiK-nagZ-ycfP	hinT-ycfL-lpoB-thiK-nagZ-ycfP	ycfP;nagZ;thiK;lpoB;ycfL;hinT;		[COMP-AINF:W]		W
RDBECOLITUC00402	ycfJ	ycfJ	ycfJ;		[COMP-AINF:W]		W
RDBECOLITUC00403	ldtC	ldtC	ldtC;	ldtCp	[COMP-AINF:W]		W
RDBECOLITUC00404	ycfT	ycfT	ycfT;		[COMP-AINF:W]		W
RDBECOLITUC00405	lolCDE	lolCDE	lolE;lolD;lolC;		[COMP-AINF:W]		W
RDBECOLITUC00406	nagK-cobB	nagK-cobB	cobB;nagK;		[EXP-IEP:W][COMP-AINF:W]		W
RDBECOLITUC00407	ymfA-ycfZ	ymfA-ycfZ	ymfA;ycfZ;		[COMP-AINF:W]		W
RDBECOLITUC00408	roxA	roxA	roxA;		[COMP-AINF:W]		W
RDBECOLITUC00409	rluE-nudJ	rluE-nudJ	rluE;nudJ;		[COMP-AINF:W]		W
RDBECOLITUC00410	ymfED	ymfED	ymfE;ymfD;		[COMP-AINF:W]		W
RDBECOLITUC00411	ymfH-xisE-intE	ymfH-xisE-intE	ymfH;xisE;intE;		[COMP-AINF:W]		W
RDBECOLITUC00412	ymfJ	ymfJ	ymfJ;		[COMP-AINF:W]		W
RDBECOLITUC00413	ymfK	ymfK	ymfK;		[COMP-AINF:W]		W
RDBECOLITUC00414	ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP	ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP	tfaP;ycfK;ymfQ;jayE;beeE;ymfR;ymfN;ymfM;ymfL;ymfT;		[COMP-AINF:W]		W
RDBECOLITUC00415	stfE-tfaE	stfE-tfaE	stfE;tfaE;		[COMP-AINF:W]		W
RDBECOLITUC00416	pinE	pinE	pinE;		[COMP-AINF:W]		W
RDBECOLITUC00417	mcrA	mcrA	mcrA;		[COMP-AINF:W]		W
RDBECOLITUC00418	icdC	icdC	icdC;		[COMP-AINF:W]		W
RDBECOLITUC00419	iraM	iraM	iraM;	iraMp1	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		W
RDBECOLITUC00420	ycgX	ycgX	ycgX;		[COMP-AINF:W]		W
RDBECOLITUC00421	bluR	bluR	bluR;	bluRp	[COMP-AINF:W]		W
RDBECOLITUC00422	ycgZ	ycgZ-ymgA-ariR-ymgC	ycgZ;		[COMP-AINF:W]		W
RDBECOLITUC00423	ymgA-ariR	ycgZ-ymgA-ariR-ymgC	ariR;ymgA;		[COMP-AINF:W]		W
RDBECOLITUC00424	ymgC	ycgZ-ymgA-ariR-ymgC	ymgC;		[COMP-AINF:W]		W
RDBECOLITUC00425	pdeG	pdeG	pdeG;		[COMP-AINF:W]		W
RDBECOLITUC00426	ymgF	ymgF	ymgF;		[COMP-AINF:W]		W
RDBECOLITUC00427	None	ycgH	ycgH;		[COMP-AINF:W][IC:W]		W
RDBECOLITUC00428	ymgGD	ymgGD	ymgG;ymgD;		[COMP-AINF:W]		W
RDBECOLITUC00429	ycgI	ycgI	ycgI;		[COMP-AINF:W]		W
RDBECOLITUC00430	ycgL	ycgL	ycgL;	ycgLp	[COMP-AINF:W]		W
RDBECOLITUC00431	ycgM	ycgM	ycgM;		[COMP-AINF:W]		W
RDBECOLITUC00432	ycgN	ycgN	ycgN;		[COMP-AINF:W]		W
RDBECOLITUC00433	dsbB	dsbB	dsbB;		[COMP-AINF:W]		W
RDBECOLITUC00434	nhaB	nhaB	nhaB;		[COMP-AINF:W]		W
RDBECOLITUC00435	cvrA	cvrA	cvrA;		[COMP-AINF:W]		W
RDBECOLITUC00436	ldcA	ldcA	ldcA;		[COMP-AINF:W]		W
RDBECOLITUC00437	ymgE	ymgE	ymgE;		[COMP-AINF:W]		W
RDBECOLITUC00438	ycgY	ycgY	ycgY;		[COMP-AINF:W]		W
RDBECOLITUC00439	ycgV	ycgV	ycgV;		[COMP-AINF:W]		W
RDBECOLITUC00440	dauA	dauA	dauA;		[COMP-AINF:W]		W
RDBECOLITUC00441	ychS	ychS	ychS;		[COMP-AINF:W]		W
RDBECOLITUC00442	rttR	rttR	rttR;		[COMP-AINF:W]		W
RDBECOLITUC00443	purU	ychJ-purU	purU;	purUp	[COMP-AINF:W]		W
RDBECOLITUC00444	ychJ	ychJ-purU	ychJ;		[COMP-AINF:W]		W
RDBECOLITUC00445	insZ	insZ	insZ;		[COMP-AINF:W]		W
RDBECOLITUC00446	ychE	ychE	ychE;		[COMP-AINF:W]		W
RDBECOLITUC00447	yciI	yciI	yciI;	yciIp	[COMP-AINF:W]		W
RDBECOLITUC00448	yciA	yciA	yciA;		[COMP-AINF:W]		W
RDBECOLITUC00449	yciCB	yciCB	yciC;yciB;	yciCp	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		W
RDBECOLITUC00450	yciGFE	yciGFE	yciE;yciF;yciG;	yciGp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]		W
RDBECOLITUC00451	yciVOQ	yciVOQ	yciQ;yciO;rnm;	yciVp	[COMP-AINF:W]		W
RDBECOLITUC00452	rluB	rluB	rluB;		[COMP-AINF:W]		W
RDBECOLITUC00453	yciK-btuR	yciK-btuR	yciK;btuR;		[COMP-AINF:W]		W
RDBECOLITUC00454	ymiA-yciX	ymiA-yciX	yciX;ymiA;	ymiAp	[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W
RDBECOLITUC00455	pgpB	pgpB	pgpB;	pgpBp	[COMP-AINF:W]		W
RDBECOLITUC00456	lapAB	yciSM-pyrF-yciH	lapB;lapA;	lapAp1	[EXP-IEP-COREGULATION:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]		W
RDBECOLITUC00457	yciW	yciW	yciW;	yciWp	[COMP-AINF:W]		W
RDBECOLITUC00458	fabI	fabI	fabI;	fabIp1	[COMP-AINF:W]		W
RDBECOLITUC00459	ycjD	ycjD	ycjD;		[COMP-AINF:W]		W
RDBECOLITUC00460	sapABCDF	sapABCDF	sapA;sapB;sapC;sapD;sapF;		[COMP-AINF:W]		W
RDBECOLITUC00461	ymjA	ymjA	ymjA;		[COMP-AINF:W]		W
RDBECOLITUC00462	puuAP	puuAP	ymjE;puuP;puuA;	puuAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S
RDBECOLITUC00463	puuDRCBE	puuDRCBE	puuE;puuB;puuC;puuR;puuD;	puuDp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S
RDBECOLITUC00464	puuCBE	puuDRCBE	puuE;puuB;puuC;	puuCp	[EXP-IEP-COREGULATION:W][COMP-AINF:W]		W
RDBECOLITUC00465	ycjMNOPQRSTUV-ymjB-ompG	ycjMNOPQRSTUV-ymjB-ompG	ompG;ymjB;ycjV;ycjU;ycjT;ycjS;ycjR;ycjQ;ycjP;ycjO;ycjN;ycjM;		[EXP-IEP-COREGULATION:W][COMP-AINF:W][IC:W]		W
RDBECOLITUC00466	ompG	ycjMNOPQRSTUV-ymjB-ompG	ompG;		[COMP-AINF:W]		W
RDBECOLITUC00467	ycjXF	ycjXF-tyrR	ycjF;ycjX;		[COMP-AINF:W]		W
RDBECOLITUC00468	ymjC-mpaA	ycjY-ymjDC-mpaA	ymjC;mpaA;		[COMP-AINF:W]		W
RDBECOLITUC00469	ycjY	ycjY-ymjDC-mpaA	ycjY;	ycjYp6	[COMP-AINF:W]		W
RDBECOLITUC00470	pgrR	pgrR	pgrR;		[COMP-AINF:W]		W
RDBECOLITUC00471	mppA	mppA	mppA;		[COMP-AINF:W]		W
RDBECOLITUC00472	insH4	insH4	insH4;		[COMP-AINF:W]		W
RDBECOLITUC00473	ynaJ	ynaJ	ynaJ;		[COMP-AINF:W]		W
RDBECOLITUC00474	uspE	uspE	uspE;	uspEp	[COMP-AINF:W]		W
RDBECOLITUC00475	abgABT-ogt	abgABT-ogt	abgA;abgB;abgT;ogt;		[COMP-AINF:W]		W
RDBECOLITUC00476	zntB	zntB	zntB;	zntBp	[COMP-AINF:W]		W
RDBECOLITUC00477	ttcA	ttcA	ttcA;		[COMP-AINF:W]		W
RDBECOLITUC00478	recET-ralR-rcbA-xisR-intR	recET-ralR-rcbA-xisR-intR	recE;recT;ralR;rcbA;xisR;intR;		[COMP-AINF:W]		W
RDBECOLITUC00479	racC	racC	racC;		[COMP-AINF:W]		W
RDBECOLITUC00480	kilR-ydaE	kilR-ydaE	kilR;ydaE;		[COMP-AINF:W]		W
RDBECOLITUC00481	ydaGF	ydaGF	ydaG;ydaF;		[COMP-AINF:W]		W
RDBECOLITUC00482	racR	racR	racR;		[COMP-AINF:W]		W
RDBECOLITUC00483	ydaSTUVW-rzpR	ydaSTUVW-rzpR	rzpR;ydaW;ydaV;ydaU;ydaT;ydaS;		[COMP-AINF:W]		W
RDBECOLITUC00484	rzoR	rzoR	rzoR;		[COMP-AINF:W]		W
RDBECOLITUC00485	trkG	trkG	trkG;		[COMP-AINF:W]		W
RDBECOLITUC00486	ynaK-ydaY	ynaK-ydaY	ydaY;ynaK;		[COMP-AINF:W]		W
RDBECOLITUC00487	ynaA-lomR	ynaA-lomR	lomR;ynaA;		[COMP-AINF:W]		W
RDBECOLITUC00488	stfR-tfaR	stfR-tfaR	tfaR;stfR;		[COMP-AINF:W]		W
RDBECOLITUC00489	pinR	pinR	pinR;		[COMP-AINF:W]		W
RDBECOLITUC00490	ynaE	ynaE	ynaE;		[COMP-AINF:W]		W
RDBECOLITUC00491	uspF	uspF	uspF;	uspFp	[COMP-AINF:W]		W
RDBECOLITUC00492	ompN	ydbK-ompN	ompN;	ompNp	[COMP-AINF:W]		W
RDBECOLITUC00493	hslJ	hslJ	hslJ;	hslJp	[COMP-AINF:W]		W
RDBECOLITUC00494	ydbH-ynbE-ydbL	ydbH-ynbE-ydbL	ydbL;ynbE;ydbH;		[COMP-AINF:W]		W
RDBECOLITUC00495	ydbA	ydbA	ydbA;		[COMP-AINF:W]		W
RDBECOLITUC00496	insC2D2CD2	insC2D2CD2	insC2;insD2;insCD2;		[COMP-AINF:W]		W
RDBECOLITUC00497	insI2	insI2	insI2;		[COMP-AINF:W]		W
RDBECOLITUC00498	pdxI	pdxI	pdxI;		[COMP-AINF:W]		W
RDBECOLITUC00499	ydbD	ydbD	ydbD;	ydbDp	[COMP-AINF:W]		W
RDBECOLITUC00500	ynbABCD	ynbABCD	ynbD;ynbC;ynbB;ynbA;	ynbAp	[COMP-AINF:W]		W
RDBECOLITUC00501	hrpA	hrpA	hrpA;		[COMP-AINF:W]		W
RDBECOLITUC00502	ydcF	ydcF	ydcF;		[COMP-AINF:W]		W
RDBECOLITUC00503	cybB	cybB	cybB;		[COMP-AINF:W]		W
RDBECOLITUC00504	ydcA	ydcA	ydcA;		[COMP-AINF:W]		W
RDBECOLITUC00505	hokB	hokB	hokB;		[COMP-AINF:W]		W
RDBECOLITUC00506	mokB	mokB	mokB;		[COMP-AINF:W]		W
RDBECOLITUC00507	sokB	sokB	sokB;	sokBp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S
RDBECOLITUC00508	ydcJ	ydcJ	ydcJ;		[COMP-AINF:W]		W
RDBECOLITUC00509	opgD	opgD	opgD;		[COMP-AINF:W]		W
RDBECOLITUC00510	ydcH	ydcH	ydcH;		[COMP-AINF:W]		W
RDBECOLITUC00511	ydcL	ydcL	ydcL;		[COMP-AINF:W]		W
RDBECOLITUC00512	yncK	yncK	yncK;		[COMP-AINF:W][IC:W]		W
RDBECOLITUC00513	sutR	sutR	sutR;	sutRp	[COMP-AINF:W]		W
RDBECOLITUC00514	rlhA	rlhA	rlhA;		[COMP-AINF:W]		W
RDBECOLITUC00515	hicAB	hicAB	hicB;hicA;	hicAp1	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]		W
RDBECOLITUC00516	ydcR	ydcR	ydcR;	ydcRp	[COMP-AINF:W]		W
RDBECOLITUC00517	patD	ydcSTUV-patD	patD;		[COMP-AINF:W]		W
RDBECOLITUC00518	ortT	ortT	ortT;		[COMP-AINF:W]		W
RDBECOLITUC00519	ydcY	ydcY	ydcY;		[COMP-AINF:W]		W
RDBECOLITUC00520	mnaT-ydcZ	mnaT-ydcZ	mnaT;ydcZ;		[COMP-AINF:W]		W
RDBECOLITUC00521	curA	curA	curA;		[COMP-AINF:W]		W
RDBECOLITUC00522	mcbR	mcbR	mcbR;		[COMP-AINF:W]		W
RDBECOLITUC00523	yncG	yncG	yncG;	yncGp	[COMP-AINF:W]		W
RDBECOLITUC00524	yncH	yncH	yncH;		[COMP-AINF:W]		W
RDBECOLITUC00525	rhsE-ydcD	rhsE-ydcD	ydcD;rhsE;		[COMP-AINF:W]		W
RDBECOLITUC00526	yncI	yncI	yncI;		[COMP-AINF:W]		W
RDBECOLITUC00527	ydcC	ydcC	ydcC;		[COMP-AINF:W]		W
RDBECOLITUC00528	pptA	pptA	pptA;		[COMP-AINF:W]		W
RDBECOLITUC00529	yddE	yddE	yddE;		[COMP-AINF:W]		W
RDBECOLITUC00530	yddLKJ	yddLKJ	yddL;yddK;yddJ;		[COMP-AINF:W]		W
RDBECOLITUC00531	yddG	yddG	yddG;	yddGp	[COMP-AINF:W]		W
RDBECOLITUC00532	yddM	yddM	yddM;		[COMP-AINF:W]		W
RDBECOLITUC00533	adhP	adhP	adhP;		[COMP-AINF:W]		W
RDBECOLITUC00534	maeA	maeA	maeA;		[COMP-AINF:W]		W
RDBECOLITUC00535	digH	digH	digH;		[COMP-AINF:W]		W
RDBECOLITUC00536	pqqL	pqqL	pqqL;		[COMP-AINF:W]		W
RDBECOLITUC00537	yddAB	yddAB	yddA;yddB;		[COMP-AINF:W]		W
RDBECOLITUC00538	ydeM	ydeNM	ydeM;		[COMP-AINF:W]		W
RDBECOLITUC00539	ydeN	ydeNM	ydeN;		[COMP-AINF:W]		W
RDBECOLITUC00540	ydeQ	ydeQ	ydeQ;	ydeQp	[COMP-AINF:W]		W
RDBECOLITUC00541	ydeTSR	ydeTSR	ydeT;ydeS;ydeR;		[COMP-AINF:W]		W
RDBECOLITUC00542	yneL	yneL	yneL;		[COMP-AINF:W]		W
RDBECOLITUC00543	yneO	yneO	yneO;		[COMP-AINF:W]		W
RDBECOLITUC00544	lsrK	lsrRK	lsrK;		[EXP-IEP:W][COMP-AINF:W]		W
RDBECOLITUC00545	lsrRK	lsrRK	lsrK;lsrR;	lsrRp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		S
RDBECOLITUC00546	tam	lsrACDBFG-tam	tam;	tamp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP:W][COMP-AINF:W]		W
RDBECOLITUC00547	yneE	yneE	yneE;		[COMP-AINF:W]		W
RDBECOLITUC00548	dgcF	dgcF	dgcF;		[COMP-AINF:W]		W
RDBECOLITUC00549	glsB-yneG	sad-glsB-yneG	glsB;yneG;		[COMP-AINF:W]		W
RDBECOLITUC00550	sad	sad-glsB-yneG	sad;		[COMP-AINF:W]		W
RDBECOLITUC00551	yneJ	yneJ	ptrR;		[COMP-AINF:W]		W
RDBECOLITUC00552	yneK	yneK	yneK;		[COMP-AINF:W]		W
RDBECOLITUC00553	mgtS	mgtS	mgtS;	mgtSp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S
RDBECOLITUC00554	dgcZ	dgcZ	dgcZ;	dgcZp	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		W
RDBECOLITUC00555	ydfG	ydfG	ydfG;	ydfGp	[COMP-AINF:W]		W
RDBECOLITUC00556	ydfH	ydfH	rspR;	ydfHp	[COMP-AINF:W]		W
RDBECOLITUC00557	ydfZ	ydfZ	ydfZ;		[COMP-AINF:W]		W
RDBECOLITUC00558	ydfI	ydfI	ydfI;		[COMP-AINF:W]		W
RDBECOLITUC00559	ydfJ	ydfJ	ydfJ;		[COMP-AINF:W]		W
RDBECOLITUC00560	yntF-ydfK	yntF-ydfK	ynfT;ydfK;	ynfTp	[COMP-AINF:W]		W
RDBECOLITUC00561	pinQ	pinQ	pinQ;		[COMP-AINF:W]		W
RDBECOLITUC00562	ynfO-ydfO	ynfO-ydfO	ydfO;ynfO;		[COMP-AINF:W]		W
RDBECOLITUC00563	gnsB	gnsB	gnsB;	gnsBp	[COMP-AINF:W]		W
RDBECOLITUC00564	ynfN	ynfN	ynfN;		[COMP-AINF:W]		W
RDBECOLITUC00565	essQ-ydfR-rrrQ-rzpQ-rzoQ	essQ-ydfR-rrrQ-rzpQ-rzoQ	rzoQ;essQ;ydfR;rrrQ;rzpQ;		[COMP-AINF:W]		W
RDBECOLITUC00566	ydfUT	ydfUT	ydfU;ydfT;		[COMP-AINF:W]		W
RDBECOLITUC00567	rem	rem	rem;		[COMP-AINF:W]		W
RDBECOLITUC00568	hokD	relBE-hokD	hokD;		[COMP-AINF:W]		W
RDBECOLITUC00569	relBE	relBE-hokD	relB;relE;		[COMP-AINF:W]		W
RDBECOLITUC00570	ydfV	ydfV	ydfV;		[COMP-AINF:W]		W
RDBECOLITUC00571	dicC-ydfXW	dicC-ydfXW	dicC;ydfX;ydfW;	dicCp	[COMP-AINF:W]		W
RDBECOLITUC00572	dicA	dicA	dicA;		[COMP-AINF:W]		W
RDBECOLITUC00573	ydfABC	dicB-ydfDE-insD-intQ	ydfC;ydfB;ydfA;	ydfAp8	[COMP-AINF:W]		W
RDBECOLITUC00574	dicF	dicB-ydfDE-insD-intQ	dicF;		[COMP-AINF:W]		W
RDBECOLITUC00575	dicB-ydfDE-insD-intQ	dicB-ydfDE-insD-intQ	intQ;insD7;ydfE;ydfD;dicB;	dicBp	[EXP-IDA-BOUNDARIES-DEFINED:W]		W
RDBECOLITUC00576	ynfP	ynfP	ynfP;		[COMP-AINF:W]		W
RDBECOLITUC00577	rspA-rspB	rspA-rspB	rspA;rspB;	rspAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S][COMP-AINF:W]	[AE(EXP-IDA-TRANSCRIPT-LEN-DETERMINATION/EXP-IMP-POLAR-MUTATION):C]	C
RDBECOLITUC00578	ynfA	ynfA	ynfA;		[COMP-AINF:W]		W
RDBECOLITUC00579	ynfB-speG	ynfB-speG	speG;ynfB;	ynfBp	[COMP-AINF:W]		W
RDBECOLITUC00580	ynfD	ynfD	ynfD;		[COMP-AINF:W]		W
RDBECOLITUC00581	clcB	clcB	clcB;		[COMP-AINF:W]		W
RDBECOLITUC00582	ynfK	mlc-ynfK	bidA;		[COMP-AINF:W]		W
RDBECOLITUC00583	ynfL	ynfL	ynfL;		[COMP-AINF:W]		W
RDBECOLITUC00584	ynfM	ynfM	ynfM;	ynfMp	[COMP-AINF:W]		W
RDBECOLITUC00585	ydgD	ydgD	ydgD;		[COMP-AINF:W]		W
RDBECOLITUC00586	mdtUJI	mdtUJI	mdtU;mdtJ;mdtI;	mdtJp	[COMP-AINF:W]		W
RDBECOLITUC00587	ydgH	ydgH	ydgH;		[COMP-AINF:W]		W
RDBECOLITUC00588	ydgI-folM	ydgI-folM	folM;ydgI;		[COMP-AINF:W]		W
RDBECOLITUC00589	tus	tus	tus;		[COMP-AINF:W]		W
RDBECOLITUC00590	ydgA	ydgA	ydgA;	ydgAp	[COMP-AINF:W]		W
RDBECOLITUC00591	hdhA	hdhA	hdhA;	hdhAp	[COMP-AINF:W]		W
RDBECOLITUC00592	add	add	add;	addp6	[COMP-AINF:W]		W
RDBECOLITUC00593	blr	blr	blr;	blrp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S
RDBECOLITUC00594	cnu	cnu	cnu;		[COMP-AINF:W]		W
RDBECOLITUC00595	gstA	gstA	gstA;	gstAp	[COMP-AINF:W]		W
RDBECOLITUC00596	mliC	mliC	mliC;		[COMP-AINF:W]		W
RDBECOLITUC00597	anmK	anmK	anmK;		[COMP-AINF:W]		W
RDBECOLITUC00598	sodC	sodC	sodC;	sodCp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S
RDBECOLITUC00599	ydhF	ydhF	ydhF;		[COMP-AINF:W]		W
RDBECOLITUC00600	ydhL	ydhL	ydhL;		[COMP-AINF:W]		W
RDBECOLITUC00601	mepH	mepH	mepH;	mepHp	[COMP-AINF:W]		W
RDBECOLITUC00602	ydhC	ydhC	punC;		[COMP-AINF:W]		W
RDBECOLITUC00603	ydhR	ydhR	ydhR;		[COMP-AINF:W]		W
RDBECOLITUC00604	ydhS	ydhS	ydhS;		[COMP-AINF:W]		W
RDBECOLITUC00605	ydhXUT	ydhYVWXUT	ydhX;ydhU;ydhT;		[COMP-AINF:W]		W
RDBECOLITUC00606	ydhYVW	ydhYVWXUT	ydhY;ydhV;ydhW;		[COMP-AINF:W]		W
RDBECOLITUC00607	fumD	fumD	fumD;		[COMP-AINF:W]		W
RDBECOLITUC00608	ldtE	ldtE	ldtE;		[COMP-AINF:W]		W
RDBECOLITUC00609	rydB	rydB	rydB;		[COMP-AINF:W]		W
RDBECOLITUC00610	ydiJ-menI-ydiH	ydiJ-menI-ydiH	ydiJ;menI;ydiH;		[COMP-AINF:W]		W
RDBECOLITUC00611	ydiK	ydiK	ydiK;		[COMP-AINF:W]		W
RDBECOLITUC00612	rprA	rprA	rprA;	rprAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		S
RDBECOLITUC00613	ydiL	ydiL	ydiL;		[COMP-AINF:W]		W
RDBECOLITUC00614	ydiM	ydiM	ydiM;		[COMP-AINF:W]		W
RDBECOLITUC00615	ydiNB-aroD	ydiNB-aroD	aroD;ydiB;ydiN;		[COMP-AINF:W]		W
RDBECOLITUC00616	ydiFO	ydiFO	ydiO;ydiF;		[COMP-AINF:W]		W
RDBECOLITUC00617	ppsR	ppsR	ppsR;		[COMP-AINF:W]		W
RDBECOLITUC00618	ydiE	ydiE	ydiE;		[COMP-AINF:W]		W
